Topic,Count,Name,Representation,Representative_Docs
53,4,53_overseas_business_want_company,"['overseas', 'business', 'want', 'company', 'businessfriendly', 'fromoverseas', 'hartree', 'quantumcompanies', 'schemesavailable', 'nurtured']","['continue grow offer ensure quantum business access support need create quantum business growth directory outlining support offer quantumcompanies help flourish taking advantage existing schemesavailable innovative business including helping protect intellectualproperty', 'large corporation headquartered overseas also established significant quantumprogrammes increase activity mean company face toughercompetition talent aware potential risk associated withtechnology transfer trade restriction', 'attracting quantum business much quantum business sector formed homegrown talent nurtured university quantum hub established larger company also important place quantum company overseas ecosystem already attractive location due strength quantum science supply chain wider businessfriendly environment support innovation talented quantum skill base example recent return quantum computing firm psiquantum establishment quantum computing research centre daresbury northwest england demonstrated confidence competitiveness uk quantum sector ibm worked government establish hartree national centre digital innovation brings together worldleading expertise quantum computing support application industry public sector build programme investment opportunity attract quantum company fromoverseas proactively support quantum business want come ukworking department business trade']"
54,4,54_cfi_foundation_spectrum_innovation,"['cfi', 'foundation', 'spectrum', 'innovation', 'fund', 'evans', 'john', 'provides', 'full', 'ised']","['john evans leader fund canada foundation innovation cfi', 'canada foundation innovation cfi provides investment infrastructure across full spectrum research', 'federal agency programming innovation fund canada foundation innovation cfi provides investment infrastructure across full spectrum research']"
55,4,55_canadian_nqs_canada_ontario,"['canadian', 'nqs', 'canada', 'ontario', 'bdc', 'mission', 'government', 'roadmaps', 'support', 'firm']","['strategy three mission detail nqs mission guide collaboration academia industry notforprofit organization governmentand require government support derisk technology development scale solution worldleading prototype launch largescale project establish canadian leadership near term government canada planning launch roadmapping exercise develop technical guidance collaboration academic industry expert complete detailed rollout plan mission roadmaps include detailed objective milestone action required government academia industry realize mission goal informed roadmaps government canada may explore additional investment work province territory partner support mission advancing nqs mission also important emphasize number key enabling factor vital success include critical infrastructure supply chain issue standard critical infrastructure important enabling factor including strengthening support operating existing infrastructure filling key gap required success canada quantum industry supply chain issue need considered ensure canadian quantum researcher company stable access critical component either domestically enhancing supply chain security collaboration international partner standard play important role commercial success quantum technology opening access international market standard council canada organization contribute activity support standardization including development policy regulation integrating adopting quantum application way benefit canadian business society stakeholder expressed canada must represented various table ensure international standard reflect canadian principle global framework reflect interest canadian industry', 'algorithm hardware application harness power quantum computer supporting canadian firm connecting together regional economic growth innovation regi program ced feddev ontario prairiescan pacifican deliver million seven year quantum funding regi support highpotential project commercialization activity help scale canadian company size involved quantum quantumrelated technology key regional quantum hub across canada quebec ontario alberta british columbia june feddev ontario launched funding call support eligible business southern ontario advance commercialize quantum product solution domestic global market nqs government canada provide million seven year global innovation cluster speed growth canada quantum technology industry encouraging industry leader small mediumsized enterprise postsecondary institution collaborate largescale quantum project creating domestic market quantum innovation isc enables government canada use procurement spending contract grant support growth scaleup firm nqs government canada provide million seven year assist innovative canadian business solve pressing challenge facilitating operationalprototype testing latestage department national defence canadian armed force quantum science technology strategy advance defence interest transitioning quantum technology capability strategy achieve advancing research engineering building domestic international partnership growing canadian talent pool government canada play pivotal role canada quantum future advancing need country partnering canadian quantum company codevelop solution making strategic use policy programming procurement result winwin partnership canadian benefit quantum application canadian quantum company supply world soughtafter solution', 'government canada committed making quantum canadian scaleup success story continuing support growth industry expands global competition investment becomes fiercer action date government canada supported incubation startup scaleup leading quantum business size example nrc industrial research assistance program irap provided funding business support canadian quantum small mediumsized enterprise quantum technology firm also received government canada funding isc regional development agency federal economic development agency southern ontario feddev ontario western economic diversification canada economic development quebec region ced additionally gacs canadian international innovation program partnership nrc irap delivered funding canadian small mediumsized enterprise undertake collaborative technology matchmaking mission foreign industrial partner quantum space addition government canada supported large project national innovation ecosystem sif including million contribution vancouverbased dwave march meet industry risk capital need number disruptive technologiesincluding quantum business development bank canada bdc launched million deep tech venture fund investment xanadu toronto nord quantique sherbrooke bdc strong supporter quantum startup engaged supported many across country bdc also early investor dwave government canada also fund commercial project support strategic priority defence security example dnds idea program supported innovator million develop fielddeployable quantum sensing technology way forward support scale firm drive adoption commercial application government canada accelerate development prototyping testing strategic quantum product service bring market quicker support innovative firm help grow canada globally government canada also develop derisk market quantum technology procurement new quantum product process service deliver key government priority facilitate adoption technology public private sector quantum business community success securing support range federal program sif bdc deep tech venture fund idea program others program could make additional investment quantum way forward may also include support innovation investment agency announced budget agency work new established canadian industry business help make investment need innovate grow create job competitive changing global economy moving forward development nqs mission near medium longterm need quantum industry identified way adjust programming respond need time advanced bringing new quantum technology market nqs government canada provide million seven year expand nrc internet thing quantum sensor challenge launch applied quantum computing challenge enable development revolutionary sensor harness extreme sensitivity quantum system provide enhanced precision sensitivity rate range measurable phenomenon']"
56,4,56_artificial_nsf_intelligence_nserc,"['artificial', 'nsf', 'intelligence', 'nserc', 'memorandum', 'analytics', 'nsercnational', 'foundation', 'quantumrelated', 'signed']","['quantumrelated data sovereignty', 'nsercnational science foundation collaboration quantum science artificial intelligence', 'nserc national science foundation nsf signed memorandum understanding research cooperation overarching framework provides basis collaboration nserc nsf first funding opportunity focused discovery innovation area quantum science artificial intelligence']"
57,4,57_alberta_million_provincial_quebec,"['alberta', 'million', 'provincial', 'quebec', 'sherbrooke', 'invested', 'province', 'hub', 'ibm', 'zone']","['government british columbia committed million five year establish quantum algorithm institute', 'since government alberta invested million quantumbased university million establish alberta hub quantum technology canada recently province announced million funding provided three year implementation alberta technology innovation strategy accelerate commercialization technology artificial intelligence quantum science includes funding establish quantum city worldclass quantum science technology hub university calgary strategic partnership university alberta university lethbridge', 'provincial international collaboration utually beneficial collaboration critical success nqs including among domestic business researcher within federal department provincial government canadian stakeholder international partner several provincial government quebec ontario alberta british columbia identified quantum priority science research agenda provided funding quantum hub province government quebec invested heavily quantum technology committing nearly million quantum project including million creation sherbrooke quantum innovation zone centred institut quantique sherbrooke investment also include million access stateoftheart quantum computing infrastructure including quantum computing hub institut quantique ibm quantum hub ibm discovery accelerator quantum computer ibm system one located quebec well quantum computer anyon system public research addition quebec funded canada first quantum communication loop located sherbrooke quantum innovation zone invested million quantum innovation project startup smes government ontario announced investment million two year perimeter institute theoretical physic received nearly million provincial funding since founded province funded institute quantum computing close million making waterloo global centre development commercialization quantum technology']"
58,4,58_computer_pharmaceutical_calculation_optimization,"['computer', 'pharmaceutical', 'calculation', 'optimization', 'perform', 'simulator', 'chemical', 'type', 'software', 'andspecialpurpose']","['complex use case solved using universalerrorcorrected quantum computer manufactured germany quantum computer andspecialpurpose computer quantum simulator quantum annealers play significantrole several industry chemical pharmaceutical industry financial sector automotive sector', 'quantum simulator faulttolerant quantum computer available important strong capacity simulate quantum calculation better understand type problem best addressed system test different hardware approach would perform without invest range prototype system', 'five principal quantum technology quantum computer type computer harness behaviour microscopic element size atom perform calculation potential application include machine learning design pharmaceutical advanced material chemical process resolution optimization problem finance logistics critical domain quantum software software algorithm run quantum computer enable efficient operation design quantum computer software enables development optimization quantum computing application']"
59,4,59_communicationlinks_andeurope_publicauthority_quantumrepeaters,"['communicationlinks', 'andeurope', 'publicauthority', 'quantumrepeaters', 'tapproofquantum', 'thenetworking', 'longrange', 'maker', 'city', 'linkage']","['promote research development quantumrepeaters longrange quantum communicationlinks', 'make linkage maker quantum sensor potential end user', 'use lighthouse project drive forward thenetworking city well science publicauthority location quantum communicationlinks']"
60,4,60_canada_step_positioned_call,"['canada', 'step', 'positioned', 'call', 'defence', 'dialogue', 'commercialization', 'succeed', 'success', 'province']","['federal department programming canadian international innovation program ciip global affair canada support canadian company pursue international collaboration foreign partner project potential commercialization innovation defence excellence security idea department national defence dnd including defence research development canada drdc foster innovation solve canada toughest defence security challenge previously launched call proposal quantum sensor', 'next step strengthen canada quantum ecosystem government canada allocated million dedicated funding delivered though funding call support aligned strategy addition government support quantumenabled future leverage number current anticipated broadbased largescale program critical fostering canada strength quantum research innovation commercialization growth success canadian ecosystem quantum technology evolving quickly technology mature opportunity challenge become clearer government canada may explore additional action support canadian excellence meet need quantum community government canada also maintain ongoing dialogue stakeholder province likeminded nation ensure canada positioned succeed quantumenabled future', 'strategy another step toward success quantum coming month government canada launch additional funding call consider support general industrial research support program quantum community encouraged continue make use related programming bolster development quantum technology funding alone insufficient surest way succeed quantum technology race work together essential codevelop roadmaps milestone along way accurately report progress allowing canada nimble rapidly evolving quantum technology landscape working group develop roadmaps milestone mission government canada better positioned take informed next step toward strengthening canada quantum ecosystem government canada continue ongoing dialogue stakeholder province likeminded nation deepen collaboration ensure element place success']"
61,4,61_share_remain_vast_equity,"['share', 'remain', 'vast', 'equity', 'capability', 'strength', 'accelerating', 'global', 'health', 'bad']","['attracted global private equity investment quantum technology company share global private equity investment quantum technology company currently estimated global market share quantum technology share global quantum technology market drive use quantum technology deliver benefit theeconomy society national security', 'country amongst first develop quantum technology use widely across economy vast advantage term productivity economic growth health sustainability national security resilience least anticipated ability quantum computer undermine cryptography used secure internet mean quantum priority technology government one remain critically important economic growth economic security national security defence global race develop commercialise capability early mover country accelerating effort investing quantum building strength already established ensure deliver quantum technology building strong foundation already made great progress billion investment research development tenyear lifetime programme built leading capability quantum computing sensor timing imaging communication helped build path market result considerable strength opportunity quantum invested quantum skill funding postgraduate research andfellowships world leading quantum expert talentis key draw locate quantum business', 'ince birth quantum science year ago quantum technology source many gamechanging innovation including semiconductor laser coming year new breakthrough transform people work live canadian quantum researcher company well positioned realize disruptive potential capability design engineer quantum state increase emerging quantum innovation underpin major advance field computing artificial intelligence health care vast range potential application developing lifesaving drug vaccine locating critical mineral natural resource mitigating environmental impact extracting making transportation safer efficient accelerating design highercapacity battery many quantum technology also enhance digital privacy strengthen cybersecurity safeguard digital infrastructure secure communicationsalthough hand bad actor advance quantum computing could put sensitive information risk remain competitive expand future opportunity business need take advantage improved capability offered quantum technology help futureproof economy']"
62,4,62_doctoral_fellowship_training_increased,"['doctoral', 'fellowship', 'training', 'increased', 'increasequantumrelated', 'cohort', 'overand', 'anddoctoral', 'overthe', 'qualifiedquantum']","['million increased investment quantum fellowship anddoctoral training', 'start investment million next two year increasequantumrelated fellowship doctoral training continue increase overthe new tenyear programme', 'million increased investment quantum fellowship doctoral training overand existing centre doctoral training fellowship scheme']"
63,4,63_coherence_asworldleading_correctionand_nationwide,"['coherence', 'asworldleading', 'correctionand', 'nationwide', 'frequencydistribution', 'thecomparability', 'withcompanies', 'hardwaresuch', 'imaging', 'timing']","['million investment continue develop research hub inquantum computing communication sensing imaging timing', 'realising nationwide fibre optic backbone forquantum communication time frequencydistribution', 'uk developing quantum sector broad range capability withcompanies across range quantum technology computingcommunications sensing imaging timing also acknowledged asworldleading developing quantum computing software error correctionand application']"
64,4,64_manufacturing_attain_industrialised_europeanunion,"['manufacturing', 'attain', 'industrialised', 'europeanunion', 'disproportionately', 'germanecosystem', 'technologyproducts', 'threewithin', 'togetherwith', 'remainsone']","['economy regarding outstanding innovation quantum technology', 'quantum technology making contribution ensure german economy remainsone world ten innovative economy together partner europeanunion technologically independent whenit come manufacturing quantum technologyproducts application producing critical element within international value chain technological sovereignty', 'furthermore technoeconomic development ofthe entrepreneurial ecosystem quantum computing germany among top threewithin minimum togetherwith european partner attain levelas important noneuropean industrialised country usa japan related quantitativeindicators include turnover number employee profitabilitycumulated across company germanecosystem']"
65,4,65_bsi_project_cyber_qkd,"['bsi', 'project', 'cyber', 'qkd', 'computing', 'germany', 'crypto', 'resistant', 'bundesdruckerei', 'der']","['national quantum computing centre nqcc national quantum computing centre nqcc new research institution funded ukri dedicated accelerating development quantum computing addressing challenge scalability readiness working partner across industry government research community nqcc create necessary capability coordination delivery technical programme alongside commissioning operation new facility programme deliver assured quantum computing capability enabling remain internationally competitive centre headquartered purposebuilt facility stfcs rutherford appleton laboratory campus oxfordshire due completion strength today thriving academic industrial quantum community regional centre excellence exist country national quantum computing centre nqcc harwell national physical laboratory npl teddington fraunhofer centre applied photonics glasgow four research hub led university york birmingham glasgow oxford centre community built wideranging network bringing together expert university national laboratory industry partner collaborate quantum science technology ecosystem widely admired emulated country built vibrant collaborative enterprise connecting great research translation commercialisation national hub quantum science technology claimed many world first since programme began first industrial demonstration quantum gravimeter capable sensing underground object first chiptochip quantum key distribution qkd encrypted transmission achieving world record performance ion trap quantum computing top five range metric global academic excellence', 'field quantum computing important potential task critical application field chemistry meteorology finance material drug development institute researching superconducting spinbased quantum bit system well component module optical photonic quantum computing quantum computing based isotopically pure semiconductor system ionsthe leibniz institute involved national level relevant project excellence hub ctqmat complexity topology quantum matter research factory microelectronics germany qsolid quantum computer solid state muniqcsc munich quantum valley quantum computer demonstrator superconducting qubits qyro nuclear spinbased quantum gyroscope new space application well international level example beccal boseeinstein condensate cold atom lab international space station umbrella leibniz strategic forum technological sovereignty leibniz institute begun pool expertise quantum technology among thing coming together hub since thereby deepening cooperation zentrum digitalisierungs und technologieforschung der bundeswehr centre digitisation technology research bundeswehr scientific centre supported university german armed force measure part federal government coronafolgen bekmpfen wohlstand sichern zukunftsfhigkeit strken fighting consequence covid securing prosperity strengthening future capability fiscal stimulus package subject academic selfadministration fund provided bmvg division used bundeswehr university finance research project project knowledge technology transfer one ongoing project muquanet quantum internet greater munich area aim project develop build operate quantumsafe communication network research evaluation university bundeswehr munich heart making available research institution authority service bundeswehr constructed different component designed prepare seamless integration today network communication demonstrate wide range application serve blueprint building custom highly secure communication network', 'bmbf research programme high performance computing programme bmbf funding innovation highperformance computing expansion computing infrastructure exascale range driving application industry strengthening highperformance computing university supported research approach develop efficient powerful hardware software future computer system application order bring new computing technology quantum computing use quickly integrated existing ecosystem highperformance computing furthermore supercomputing centre site gauss centre supercomputing provide good condition integrating quantum computer bmbf research programme microelectronics important technological structural interface particularly present field microelectronics promotion anchored framework programme traditional electronics addressed instance important enabling technology especially control quantum computer chip processwise also overlap production semiconductorbased quantum chip cyber security strategy germany cyber security strategy published form strategic framework federal government action field cybersecurity next five year describes fundamental longterm orientation federal government cybersecurity policy form guideline area activity strategic goal promotes action intended shape future direction enabling promoting targeted coordinated interaction actor cyber security strategy germany cybersecurity strategy federal state complement thus intensify federal cooperation embedded european cybersecurity strategy cybersecurity strategy germany also contributes shaping europe digital future federal government space programme bmwk support german space research research development project undertaken german company research institution university via space agency dlr basis national programme space innovation past two decade high level technology development expertise space quantum technology built basic research project result competency transferred application expanding germany leading role tapping potential quantum technology satellite navigation optical clock inertial navigation satellite communication quantum key distribution earth observation gravimetrygradiometry well automation technology robotics quantum computing increase autonomy future space system platform ecosystem quantum assisted artificial intelligence technology programme bmwk support research development innovation project prove demonstrate technical feasibility economic viability quantum computing using example relevant practical use case particularly small mediumsized enterprise quantum computing application looked include material simulation hydrogen research machine learning evaluation used vehicle optimisation process production logistics furthermore within funding measure foundation also developed gdprcompliant cloud solution quantum computing carried germany europe addition platform developed part largescale planqk platform ecosystem quantum assisted artificial intelligence project already offer public access user developer software quantum computing use jointly implement quantum computing solution total ten collaborative project involving total partner industry science funded around eur million measurement technology quantum computer overview activity subordinate authority agency institutionally funded body agentur innovation der cybersicherheit gmbh cyber agency cyber agency finance promotes medium longterm research project high disruptive potential field cyber security related key emerging technology context cyber agency deliberately act risktaking manner open innovation venture culture exhibit high level technological ambition cyber agency institution undertaking university research conduct independent research within framework programme project within framework entrepreneurial scientific freedom aim advance topic cybersecurity related key emerging technology linked internal external security demandoriented applicationoriented manner thereby contributing germany technological sovereignty cyberspace information realm within framework cyber agency current strategy research project promote cyber security field quantum technology also tendered young man stand bluishlit room work laptop computer bundesamt sicherheit der informationstechnik federal office information security bsi bsi recommended initial quantumsafe procedure march issued detailed assessment recommendation migrating quantum computerresistant procedure december guideline making cryptography quantumsafe highsecurity sector approved product already available implemented process resistant quantum computing addition bsi conducting project investigate security quantum key distribution contribute development trustworthy secure product bsi participates standardisation quantumsafe frodokem classic mceliece procedure recommended isoiec october preliminary work item inclusion key encapsulation mechanism pqc isoiec standard project launched isoiec following proposal bsi iso standard frodokem classic mceliece come project order continue monitor state research quantum computer project laufende aktualisierung der studie entwicklungsstand quantencomputer ongoing update study state development quantum computer carry annual revision next three year study entitled entwicklungsstand quantencomputer state development quantum computer prepared already updated twice first revision study nisq noisy intermediate scale quantum area particular dealt intensively development error correction discussed addition extended understanding operational criterion gained description algorithm error correction platform updated revision complete new version available website part bsi sichere implementierung einer allgemeinen kryptobibliothek secure implementation general crypto library project completed bsi development branch including detailed crypto documentation created botan crypto library current bsi pflege und weiterentwicklung der kryptobibliothek botan maintenance development botan crypto library project selection procedure resistant quantum computing implemented botan taking account current development nist standardisation process bsi recommendation intended create crypto library tested accordance current state knowledge deployment use postquantum cryptography purpose promoting widespread use quantum computerresistant cryptography current bsi integration von postquanten kryptografie den emailclient thunderbird integration postquantum cryptography thunderbird email client project endtoend encryption eee resistant quantum computing implemented using encrypted digitally signed email purpose openpgpbased public key cryptography popular email client thunderbird extended using encryption signature method postquantum cryptography addition implementation activity major part project corresponding draft standardisation form rfc internet draft intended submission openpgp working group internet engineering task force ietf quantencomputerresistente authentisierung vsitsysteme quantum computer resistant authentication vsit system feasability study run february implication authentication procedure resistant quantum computing placed existing vsit system development investigated external contractor signature algorithm currently form part nist standardisation process product manufacturer recognised bsi taken consideration particular limitation performance signature algorithm cryptoagility well migration capability vsit system taken account feasibility study cooperation european telecommunication standard institute etsi bsi pushed ahead creation initial protection profile quantum key distribution qkd module accordance common criterion protection profile limited taking account prepareandmeasure protocol pointtopoint connection available first version certified soon represents first stage achieving evaluation methodology requires development standard background documentation actual certification specific product possible achieving secure implementation qkd protocol requires solid understanding possible sidechannel attack qkd module something already demonstrated many specific implementation end bsi commissioned preparation study present scientific state research sidechannel attack qkd system standard complete manner first necessary step towards creation evaluation methodology qkd sidechannel attack close cooperation physikalischtechnische bundesanstalt national metrology institute germany ptb bsi involved coordination bmbffunded schirmprojekt quantenkommunikation deutschland quantum communication germany umbrella project key goal quantum communication germany umbrella project establish quantum communication technology used practice secure commercially available germany europe bsi therefore focus taking aspect information security example security qkd protocol account early stage bundesdruckerei gmbh bundesdruckerei gmbh including subsidiary maurer electronics gmbh leading german hightech security company headquartered berlin providing innovative solution product technology made germany protects identity data way creates trust legal certainty within digital society enabling sovereign action taken country company citizen analogue digital world company part bundesdruckerei group able draw year experience paving way secure digital future bundesdruckerei gmbh currently hold national international patent employ around people generated sale eur million bundesdruckerei working quantum technology since planqk poquiid project interest project proofofconcept pertaining application scenario using quantum computing capacity project partner currently developed qugov quantum technology federal administration project also added result direct commission federal ministry finance topdown approach followed proofofconcepts proofofvalues developed use case taken sovereignadministrative environment evaluated platformopen manner end quantum technology federal financial administration therefore evaluated researched initial use case tested main topic quantum information security']"
66,4,66_ecosystemis_contract_awarding_dlrs,"['ecosystemis', 'contract', 'awarding', 'dlrs', 'company', 'entrepreneurial', 'dlr', 'innovative', 'germany', 'cooperatively']","['addition extent networkingtakes place company ecosystemis recorded sense many company scientific partner work cooperatively average economic networking take place equity investment spinoffsetc number company ecosystemis determined', 'time entrepreneurial ecosystemis stimulated collocated research contractsfor example innovative quantum computer areprocured dlrs need researchcontracts european partnership eurohpcwhich cofinanced federal governmentquantum computer also procured location gauss centre supercomputing germany albeit smaller financial volume instrument mature approach technological term developed medium term company especially startup highly innovative company european economic area close cooperation dlr also creates incentive locate research development production germany', 'targeted awarding contract formarketable product public sector act acentral anchor reference customer company develop manufacture hardwarein germany example german aerospace centre dlr receives core fundingand procures innovative quantum computer itsown use research contract market awarding contract worth around eur million fiscal stimulus package positiveresults previous tender show novelapproach dlrs quantum computing initiative proven good funding route entrepreneurial quantum computing ecosystem germany']"
67,4,67_fieldtested_prototype_easily_back,"['fieldtested', 'prototype', 'easily', 'back', 'produced', 'specifically', 'production', 'demonstration', 'regional', 'operation']","['regional development agency support specifically', 'back development prototype fieldtested easily produced', 'support development prototype technology demonstration better understand technical challenge operation production potential market application']"
68,4,68_held_collective_ally_postquantum,"['held', 'collective', 'ally', 'postquantum', 'canadian', 'data', 'enhance', 'encourage', 'threatened', 'information']","['encourage adoption postquantum cryptographic quantum communication product secure data held government canada canadian industry', 'government canada identify information currently held government canada greatest risk quantum technology break currently used encryption protocol develop implement plan secure work canadian researcher industry support adoption postquantum cryptography technology vulnerable future quantumenabled threat including procurement product meet government need', 'government canada work toward ensuring existing future data system protected threatened involves encouraging deployment postquantum cryptography working towards development national quantum communication network could used protect highly sensitive information future create opportunity canadian firm enter international market enhance collective security canada ally government canada seek ensure canadian system interface partner whats required encourage organization understand sensitivity data asset']"
69,4,69_catalyst_isc_call_public,"['catalyst', 'isc', 'call', 'public', 'launched', 'computing', 'service', 'delivery', 'dilution', 'optimize']","['set government user group identify quantum technology likely tooffer advantage delivery public service public good applicationsways help enable technology development public service delivery way toupskill government enable successful exploration potential use case', 'establish stronger mechanism catalyst funding quantum catalyst fund accelerate government procurement enable government act intelligent early customer quantum technology starting catalyst pilot million next two year including national security purpose accelerate work national quantum computing centre support adoption quantum computing key sector economy including government provide front door business researcher user negotiate access quantum computing resource explore used', 'set public private sector use case would help broaden application development work already underway november innovative solution canada isc launched call quantum computing service solution optimize complex problem solving february isc also launched call develop scaled dilution refrigerator support quantum computing technology june isc launched call test precommercial quantum computing prototype address variety federal government priority nrc process launching applied quantum computing challenge program help drive commercial innovation build canada position global leader applied quantum computing mission strategy']"
70,4,70_andquantumenabled_quantumsecured_inenergy_networksto,"['andquantumenabled', 'quantumsecured', 'inenergy', 'networksto', 'forsociety', 'energyhealth', 'deliverbenefits', 'digitalinfrastructure', 'climate', 'paneuropean']","['drive adoption use quantum technology deliverbenefits economy society well national security', 'using quantum technology help overcome societal challenge linked climate research energyhealth mobility security', 'contribute sovereign paneuropean digitalinfrastructure quantumsecured networksto protect state industry citizen right andquantumenabled computing capacity inenergy climate health']"
71,4,71_usd_component_usa_metrology,"['usd', 'component', 'usa', 'metrology', 'method', 'billion', 'trl', 'contrast', 'highest', 'however']","['enabling next generation quantum science quantum state extraordinarily fragile successfully using application require unprecedented level control sophistication reason qi require new class high performance classical component instrumentation capable realizing exacting requirement component cover broad range technology system ultracold cooling system precision electronic optical system even rather basic component like cable appropriate carrying quantum signal lack suitable reliable classical component equipment one biggest hurdle surmount attempting realize useful qi device addition progress certain area qi already limited unavailability specialized material advanced technology material characterization example unknown dynamic metal surface ion trap limit performance ionbased qubits recently researcher made use rapid access proposal oak ridge center nanophase material science access series sophisticated tool surface characterization better understand defect quantum device also require sophisticated fabrication capability instance past decade access microsystems engineering science application mesa fabrication facility allowed sandia national laboratory develop mature ion trap device level serve base component across numerous academic industry lab enable exploration quantum computing quantum sensing related technology', 'glossary defect diamond centre impurity diamond lattice due individual foreign atom nitrogen nitrogen vacancy form excited spectrum used even room temperature single photon source computing unit quantum computer due sensitivity magnetic field highly sensitive sensor research development refers primarily precompetitive work company research institution carry significant technical risk contrast competitive experimental development well product development full stack refers sum component platform overall technical system build origin term lie software development term quantum computing however hardware component also included galileo system navigation satellite operated european union comparable american gps global positioning system smes small mediumsized enterprise according definition company fewer employee annual turnover eur million balance sheet total eur million nisq noisy intermediate scale quantum computer interim objective achieving mediumsized quantum computer couple qubits intended demonstrate potential quantum computer beyond simulation still severely limited term computing power due lack control qubits optical clock also known atomic clock frequency atomic transition usually caesium rubidium used calculate highly accurate time signal method used decade measure world time however technological advance regard methodology may also mean suitable future use telecommunication measuring absolute elevation terrain relativistic geodesy pqc postquantum cryptography describes need develop replace current encryption method longer deemed secure given new computing possibility quantum computer quantum gyroscope refers measuring device us quantum effect measure rotational movement rate rotation quantum gyroscope used particular navigation application qkd quantum key distribution encryption technology data communication contrast method currently used qkd us quantum mechanical property entanglement state data transmission therefore intrinsically interceptionproof meaning eavesdropping tapping could always detected resulting breakdown communication qubits quantum bit smallest logical computing unit quantum computer analogy bit traditional computer contrast qubits also assume arbitrary state one key feature potential advantage quantum computer trl technology readiness level describes stage maturity technology scale range trl description functional principle trl qualified system proof successful use trl describes test setup operational environment', 'involved quantum cryptography based physical law nature mathematical assumption wide variety quantum communication method since demonstrated use optical fibre satellite terrestrial freespace connection broad application relevance however range data rate still pose challenge essential develop quantum repeater required node extend communicationtransmission path key component quantum communication long distance quantum sensor technology quantum metrology within field quantum technology quantumbased metrology probably field highest technological maturity example nitrogenvacancy centre diamond already used special microscope first quantum gravimeter also available market enable earth gravitational field measured application geology geodesy quantum sensor also offer new application complement traditional technology directly referencing measurement method natural constant without uncertainty defined recent redefinition system unit offer novel possibility reliable ubiquitous highly accurate sensor technology overall quantumbased metrology heterogeneous field wide variety technology numerous opportunity promising application already ready market however quantum metrology limited quantum sensor technology generally relates performing highresolution highly sensitive measurement physical parameter using quantum effect quantum entanglement quantum metrology therefore promise development measurement technique enable greater precision undertaking measurement using traditional method example electrical quantum metrology develop conventional metrology comprehensive quantum metrology among thing programmable quantum voltmeter already available market enabling technology crosssectional field enabling technology particularly indispensable come developing quantum technology already demonstrating economic potential first market special laser control electronics even cooling technology quantum system already emerged highly specialised startup small mediumsized enterprise smes particular generate first sale future challenge develop innovative overall system sum individual component open possibility use crosssectional task necessary outset consider develop independent metrological characterisation qualification component order achieve stable trustworthy reliable value chain emerging quantum technology industry guarantee quality comprehensible firm performance parameter comparability quantum technology component young man adjusts qant device international comparison state technology drawing comparison international level usa currently lead world especially term quantum computing example major corporation google ibm currently represent state art superconducting quantum computing usa also highest number startup quantum technology highest amount venture capital introduced usd billion academic research group national funding distributed among wide range national agency organisation including nist nasa darpa different thematic strategic focus total government funding approximately usd billion drawing comparison international scale china announced highest level government funding far total usd billion specific structure strategy less transparent important work already published scientific technological level example intercontinental key exchange demonstrated using quantum cryptographic method help micius research satellite regard quantum computing also increasing number development indicate high level technology european union substantial public funding quantum technology announced usd billion within compared usd billion usa germany eur billion available research development quantum technology alone within framework federal government future package contrast however considerably less venture capital available especially compared usa usd billion compared usd billion term scientific publication european union leader come academic quality academic breadth number startup also tripled since far number usa germany important benefit economically socially development quantum technology establish sovereign access technology future initial situation assessed follows strength weakness']"
